	CÓDIGO DA OCORRÊNCIA	CLASSIFICAÇÃO	TIPO DE OCORRÊNCIA	LOCALIDADE	UF	PAÍS	DIA DA OCORRÊNCIA	STATUS DA INVESTIGAÇÃO	CONTAGEM
845	46095	ACIDENTE	PERDA DE CONTROLE EM VOO	NOVA UBIRATÃ	MT	BRASIL	2012-07-04		1
846	41578	INCIDENTE GRAVE	POUSO SEM TREM	NOVA XAVANTINA	MT	BRASIL	2010-06-15	ATIVA	1
847	53601	ACIDENTE	INDETERMINADA	PARANATINGA	MT	BRASIL	2015-11-13	ATIVA	1
848	44082	ACIDENTE	DESORIENTAÇÃO ESPACIAL	PARANATINGA	MT	BRASIL	2011-03-07	FINALIZADA	1
849	52873	ACIDENTE	INDETERMINADA	BERTIOGA	SP	BRASIL	2014-12-27	ATIVA	1
850	51393	ACIDENTE	PERDA DE CONTROLE EM VOO	PEDRA PRETA	MT	BRASIL	2014-04-27	FINALIZADA	1
851	46432	ACIDENTE	PERDA DE CONTROLE EM VOO	SANTA CRUZ DO ARARI	PA	BRASIL	2012-10-08	FINALIZADA	1
852	53550	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ITAPIPOCA	CE	BRASIL	2015-09-13		1
853	50095	INCIDENTE GRAVE	OUTROS TIPOS	ITAPIPOCA	CE	BRASIL	2013-10-15	ATIVA	1
854	46859	ACIDENTE	FALHA DO MOTOR EM VOO	CORNÉLIO PROCÓPIO	PR	BRASIL	2013-01-19	FINALIZADA	1
855	30375	ACIDENTE	COLISÃO DE AERONAVES EM VOO	PEIXOTO DE AZEVEDO	MT	BRASIL	2006-09-29	FINALIZADA	1
856	53577	ACIDENTE	FALHA DO MOTOR EM VOO	PLANALTO DA SERRA	MT	BRASIL	2015-11-27	ATIVA	1
857	50334	ACIDENTE	FALHA DO MOTOR EM VOO	GUARAMIRIM	SC	BRASIL	2013-11-14	FINALIZADA	1
858	46735	ACIDENTE	PERDA DE CONTROLE NO SOLO	POCONÉ	MT	BRASIL	2012-12-07	FINALIZADA	1
859	35195	ACIDENTE	PERDA DE CONTROLE NO SOLO	POCONÉ	MT	BRASIL	2009-02-15	FINALIZADA	1
860	38841	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	POCONÉ	MT	BRASIL	2009-11-23	FINALIZADA	1
861	42387	ACIDENTE	PERDA DE CONTROLE EM VOO	MATINHA	MA	BRASIL	2010-07-24	FINALIZADA	1
862	50996	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	DOM PEDRITO	RS	BRASIL	2014-03-26	FINALIZADA	1
863	43657	ACIDENTE	PERDA DE CONTROLE EM VOO	DOM PEDRITO	RS	BRASIL	2011-01-11	FINALIZADA	1
864	51005	ACIDENTE	PERDA DE CONTROLE NO SOLO	DOM PEDRITO	RS	BRASIL	2014-04-22	FINALIZADA	1
865	31081	ACIDENTE	FALHA DO MOTOR EM VOO	PONTA PORÃ	MS	BRASIL	2007-11-21	FINALIZADA	1
866	35055	INCIDENTE GRAVE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	PONTA PORÃ	MS	BRASIL	2009-01-12	ATIVA	1
867	47333	INCIDENTE GRAVE	POUSO BRUSCO	BIRITIBA-MIRIM	SP	BRASIL	2013-03-22	FINALIZADA	1
868	49593	ACIDENTE	FALHA DO MOTOR EM VOO	MATÕES DO NORTE	MA	BRASIL	2013-08-30	ATIVA	1
869	47665	ACIDENTE	PERDA DE CONTROLE NO SOLO	BOA ESPERANÇA DO SUL	SP	BRASIL	2013-04-18	FINALIZADA	1
870	39321	ACIDENTE	PERDA DE CONTROLE EM VOO	PONTES E LACERDA	MT	BRASIL	2010-01-23	FINALIZADA	1
871	46973	ACIDENTE	FALHA DO MOTOR EM VOO	PONTES E LACERDA	MT	BRASIL	2013-01-23	FINALIZADA	1
872	34498	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ELDORADO DO SUL	RS	BRASIL	2008-11-05	FINALIZADA	1
873	52672	ACIDENTE	OUTROS TIPOS	ELDORADO DO SUL	RS	BRASIL	2014-10-22		1
874	43668	INCIDENTE GRAVE	COM TREM DE POUSO	ELDORADO DO SUL	RS	BRASIL	2010-12-08	FINALIZADA	1
875	34776	ACIDENTE	FALHA DO MOTOR EM VOO	ELDORADO DO SUL	RS	BRASIL	2008-12-04	FINALIZADA	1
876	47155	ACIDENTE	PERDA DE CONTROLE EM VOO	ELDORADO DO SUL	RS	BRASIL	2013-03-19	FINALIZADA	1
877	45211	ACIDENTE	FALHA DO MOTOR EM VOO	ELDORADO DO SUL	RS	BRASIL	2011-11-05		1
878	25999	INCIDENTE GRAVE	FALHA ESTRUTURAL	ELDORADO DO SUL	RS	BRASIL	2006-01-12	ATIVA	1
879	49122	ACIDENTE	POUSO SEM TREM	ELDORADO DO SUL	RS	BRASIL	2013-07-09	FINALIZADA	1
880	33378	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	PORTO ALEGRE DO NORTE	MT	BRASIL	2007-12-21	ATIVA	1
881	52654	ACIDENTE	FALHA DO MOTOR EM VOO	IGARASSU	PE	BRASIL	2014-11-01	FINALIZADA	1
882	41274	ACIDENTE	OUTROS TIPOS	BOCAINA	SP	BRASIL	2010-05-27	ATIVA	1
883	31979	INCIDENTE GRAVE	VAZAMENTO DE OUTROS FLUÍDOS	SANTARÉM	PA	BRASIL	2008-03-20	ATIVA	1
884	34083	ACIDENTE	OUTROS TIPOS	SANTARÉM	PA	BRASIL	2008-09-11	FINALIZADA	1
885	29619	INCIDENTE GRAVE	VAZAMENTO DE OUTROS FLUÍDOS	SANTARÉM	PA	BRASIL	2007-06-20	ATIVA	1
886	51439	INCIDENTE GRAVE	POUSO BRUSCO	SANTARÉM	PA	BRASIL	2014-01-08	FINALIZADA	1
887	36842	INCIDENTE GRAVE	COM TREM DE POUSO	SANTARÉM	PA	BRASIL	2009-04-08	ATIVA	1
888	42287	ACIDENTE	FALHA DO MOTOR EM VOO	SANTARÉM	PA	BRASIL	2010-08-06	FINALIZADA	1
889	44079	ACIDENTE	PANE SECA	SANTARÉM	PA	BRASIL	2011-03-11	ATIVA	1
890	45054	ACIDENTE	PERDA DE COMPONENTE EM VOO	SANTARÉM	PA	BRASIL	2011-09-29	FINALIZADA	1
891	45064	ACIDENTE	OUTROS TIPOS	CURITIBA	PR	BRASIL	2011-10-01		1
892	43978	ACIDENTE	SAÍDA DE PISTA	CURITIBA	PR	BRASIL	2011-03-02	FINALIZADA	1
893	52277	ACIDENTE	PERDA DE CONTROLE NO SOLO	CURITIBA	PR	BRASIL	2014-08-30	ATIVA	1
894	51026	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CURITIBA	PR	BRASIL	2014-03-17	FINALIZADA	1
895	39709	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	CURITIBA	PR	BRASIL	2010-01-23	FINALIZADA	1
896	51391	ACIDENTE	COM TREM DE POUSO	CURITIBA	PR	BRASIL	2014-04-17	FINALIZADA	1
897	52286	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CURITIBA	PR	BRASIL	2014-08-11	FINALIZADA	1
898	27813	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	CURITIBA	PR	BRASIL	2006-09-19	ATIVA	1
899	46024	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CURITIBA	PR	BRASIL	2012-07-01	FINALIZADA	1
900	38279	ACIDENTE	FALHA DO MOTOR EM VOO	CURITIBA	PR	BRASIL	2009-07-07	ATIVA	1
901	39930	INCIDENTE GRAVE	PROBLEMAS FISIOLÓGICOS	CURITIBA	PR	BRASIL	2010-02-16	FINALIZADA	1
902	33835	ACIDENTE	PERDA DE CONTROLE NO SOLO	CURITIBA	PR	BRASIL	2008-10-10	ATIVA	1
903	45100	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CURITIBA	PR	BRASIL	2011-09-12	ATIVA	1
904	49123	ACIDENTE	FALHA DO MOTOR EM VOO	CURITIBA	PR	BRASIL	2013-07-05	FINALIZADA	1
905	46572	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CURITIBA	PR	BRASIL	2012-11-02	FINALIZADA	1
906	42838	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	CURITIBA	PR	BRASIL	2010-09-15	ATIVA	1
907	45168	ACIDENTE	FALHA DO MOTOR EM VOO	PORTO MURTINHO	MS	BRASIL	2010-11-08	ATIVA	1
908	42001	ACIDENTE	PERDA DE CONTROLE NO SOLO	BOITUVA	SP	BRASIL	2010-07-24	FINALIZADA	1
909	52637	ACIDENTE	FALHA DO MOTOR EM VOO	BOITUVA	SP	BRASIL	2014-10-16	ATIVA	1
910	46092	ACIDENTE	COM LANÇAMENTO DE PESSOAS	BOITUVA	SP	BRASIL	2012-07-09	FINALIZADA	1
911	46863	INCIDENTE GRAVE	COM TREM DE POUSO	BOITUVA	SP	BRASIL	2013-01-11	FINALIZADA	1
912	47080	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	BOITUVA	SP	BRASIL	2013-02-24	FINALIZADA	1
913	46862	ACIDENTE	OUTROS TIPOS	BOITUVA	SP	BRASIL	2013-01-25	ATIVA	1
914	49157	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	ERECHIM	RS	BRASIL	2013-06-28	FINALIZADA	1
915	34575	ACIDENTE	FALHA DO MOTOR EM VOO	ERECHIM	RS	BRASIL	2008-09-14	FINALIZADA	1
916	45272	ACIDENTE	PERDA DE CONTROLE NO SOLO	ERECHIM	RS	BRASIL	2011-12-21	FINALIZADA	1
917	44975	ACIDENTE	POUSO BRUSCO	DIANÓPOLIS	TO	BRASIL	2011-07-15	FINALIZADA	1
918	52874	ACIDENTE	PERDA DE CONTROLE EM VOO	PRIMAVERA DO LESTE	MT	BRASIL	2014-12-29	ATIVA	1
919	39507	ACIDENTE	FALHA DO MOTOR EM VOO	PRIMAVERA DO LESTE	MT	BRASIL	2010-01-11	FINALIZADA	1
920	52937	ACIDENTE	PANE SECA	PRIMAVERA DO LESTE	MT	BRASIL	2014-01-07	FINALIZADA	1
921	32036	ACIDENTE	FALHA DO MOTOR EM VOO	PRIMAVERA DO LESTE	MT	BRASIL	2008-04-01	ATIVA	1
922	32375	ACIDENTE	FALHA DO MOTOR EM VOO	PRIMAVERA DO LESTE	MT	BRASIL	2008-03-23	FINALIZADA	1
923	48797	ACIDENTE	PERDA DE CONTROLE NO SOLO	PRIMAVERA DO LESTE	MT	BRASIL	2013-06-07	FINALIZADA	1
924	50245	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	PRIMAVERA DO LESTE	MT	BRASIL	2013-12-13	FINALIZADA	1
925	46746	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	PRIMAVERA DO LESTE	MT	BRASIL	2012-12-07	FINALIZADA	1
926	47013	ACIDENTE	PERDA DE CONTROLE NO SOLO	QUERÊNCIA	MT	BRASIL	2013-02-04	FINALIZADA	1
927	46592	ACIDENTE	PERDA DE CONTROLE NO SOLO	QUERÊNCIA	MT	BRASIL	2012-11-07	FINALIZADA	1
928	35587	ACIDENTE	DESORIENTAÇÃO ESPACIAL	QUERÊNCIA	MT	BRASIL	2009-03-08	FINALIZADA	1
929	38995	ACIDENTE	PANE SECA	ILHOTA	SC	BRASIL	2009-12-17	FINALIZADA	1
930	47297	ACIDENTE	PERDA DE CONTROLE NO SOLO	RIBAS DO RIO PARDO	MS	BRASIL	2013-03-23	FINALIZADA	1
931	38658	ACIDENTE	PERDA DE CONTROLE EM VOO	RIO BRILHANTE	MS	BRASIL	2009-10-14	FINALIZADA	1
932	48653	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	RIO BRILHANTE	MS	BRASIL	2013-05-22	FINALIZADA	1
933	31377	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	JIJOCA DE JERICOACOARA	CE	BRASIL	2007-12-20	FINALIZADA	1
934	35035	ACIDENTE	PERDA DE CONTROLE NO SOLO	JIJOCA DE JERICOACOARA	CE	BRASIL	2009-01-05	FINALIZADA	1
935	43392	ACIDENTE	OUTROS TIPOS	SÃO FÉLIX DO XINGU	PA	BRASIL	2010-11-05	ATIVA	1
936	53267	ACIDENTE	INDETERMINADA	SÃO FÉLIX DO XINGU	PA	BRASIL	2015-05-21	FINALIZADA	1
937	53469	ACIDENTE	FALHA DO MOTOR EM VOO	SÃO FÉLIX DO XINGU	PA	BRASIL	2015-08-30	ATIVA	1
938	42921	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	SÃO FÉLIX DO XINGU	PA	BRASIL	2010-09-15	FINALIZADA	1
939	45756	INCIDENTE GRAVE	OUTROS TIPOS	SÃO FÉLIX DO XINGU	PA	BRASIL	2012-04-03	ATIVA	1
940	41569	ACIDENTE	PERDA DE CONTROLE NO SOLO	SÃO FÉLIX DO XINGU	PA	BRASIL	2010-06-12	ATIVA	1
941	42449	ACIDENTE	COLISÃO COM PÁSSARO	SÃO FÉLIX DO XINGU	PA	BRASIL	2010-08-03	FINALIZADA	1
942	45890	ACIDENTE	PERDA DE COMPONENTE EM VOO	IMBITUBA	SC	BRASIL	2012-05-20	FINALIZADA	1
943	28355	ACIDENTE	FALHA ESTRUTURAL	BOCAIÚVA	MG	BRASIL	2007-01-18	FINALIZADA	1
944	31416	ACIDENTE	FALHA DO MOTOR EM VOO	SÃO JOSÉ DO XINGU	MT	BRASIL	2007-11-05	ATIVA	1
945	52936	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	SÃO JOSÉ DO XINGU	MT	BRASIL	2014-01-04	ATIVA	1
946	51013	ACIDENTE	COM COMANDOS DE VOO	EDÉIA	GO	BRASIL	2014-04-12		1
947	50352	ACIDENTE	INDETERMINADA	BOM DESPACHO	MG	BRASIL	2013-11-16		1
948	38423	ACIDENTE	FALHA DO MOTOR EM VOO	RIO VERDE DE MATO GROSSO	MS	BRASIL	2009-08-27	FINALIZADA	1
949	45600	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	ESPUMOSO	RS	BRASIL	2012-03-13	FINALIZADA	1
950	47074	ACIDENTE	FALHA DO MOTOR EM VOO	ENGENHEIRO BELTRÃO	PR	BRASIL	2013-02-25	FINALIZADA	1
951	53266	ACIDENTE	FALHA DO MOTOR EM VOO	ROCHEDO	MS	BRASIL	2015-05-24	ATIVA	1
952	51419	ACIDENTE	INDETERMINADA	BOTUCATU	SP	BRASIL	2014-01-24		1
953	45934	ACIDENTE	OUTROS TIPOS	PAÇO DO LUMIAR	MA	BRASIL	2012-06-14	FINALIZADA	1
954	41789	ACIDENTE	PANE SECA	PAÇO DO LUMIAR	MA	BRASIL	2010-07-10	FINALIZADA	1
955	47158	ACIDENTE	PERDA DE CONTROLE NO SOLO	JOÃO PESSOA	PB	BRASIL	2013-03-16		1
956	45057	ACIDENTE	PERDA DE CONTROLE NO SOLO	JOÃO PESSOA	PB	BRASIL	2011-08-26		1
957	39320	ACIDENTE	PERDA DE CONTROLE EM VOO	FAROL	PR	BRASIL	2010-01-19	FINALIZADA	1
958	52876	ACIDENTE	INDETERMINADA	RONDONÓPOLIS	MT	BRASIL	2014-02-19	ATIVA	1
959	44504	INCIDENTE GRAVE	FOGO EM VOO	RONDONÓPOLIS	MT	BRASIL	2011-05-07	ATIVA	1
960	47998	ACIDENTE	PERDA DE CONTROLE NO SOLO	RONDONÓPOLIS	MT	BRASIL	2013-05-07	FINALIZADA	1
961	53339	ACIDENTE	PERDA DE CONTROLE NO SOLO	RONDONÓPOLIS	MT	BRASIL	2015-06-16	FINALIZADA	1
962	45582	INCIDENTE GRAVE	COM TREM DE POUSO	RONDONÓPOLIS	MT	BRASIL	2012-01-20	FINALIZADA	1
963	41832	INCIDENTE GRAVE	COM TREM DE POUSO	RONDONÓPOLIS	MT	BRASIL	2010-07-05	ATIVA	1
964	53546	ACIDENTE	PERDA DE CONTROLE EM VOO	RONDONÓPOLIS	MT	BRASIL	2015-10-22	ATIVA	1
965	45598	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2012-02-20	ATIVA	1
966	44820	ACIDENTE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2011-07-13	ATIVA	1
967	45752	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2012-04-11	FINALIZADA	1
968	43404	ACIDENTE	PERDA DE CONTROLE EM VOO	BRAGANÇA PAULISTA	SP	BRASIL	2010-11-15	FINALIZADA	1
969	53419	ACIDENTE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2015-07-23		1
970	48657	ACIDENTE	OUTROS TIPOS	BRAGANÇA PAULISTA	SP	BRASIL	2013-05-01		1
971	44816	ACIDENTE	PERDA DE COMPONENTE EM VOO	BRAGANÇA PAULISTA	SP	BRASIL	2011-07-14	ATIVA	1
972	51533	ACIDENTE	COM TREM DE POUSO	BRAGANÇA PAULISTA	SP	BRASIL	2014-06-11	FINALIZADA	1
973	52675	ACIDENTE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2014-11-19	ATIVA	1
974	51000	ACIDENTE	COM TREM DE POUSO	BRAGANÇA PAULISTA	SP	BRASIL	2014-03-29	ATIVA	1
975	47936	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	BRAGANÇA PAULISTA	SP	BRASIL	2013-04-30		1
976	29195	ACIDENTE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2007-05-05	ATIVA	1
977	38417	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2009-08-28	ATIVA	1
978	45410	ACIDENTE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2012-01-21	ATIVA	1
979	26959	ACIDENTE	FALHA DO MOTOR EM VOO	BRAGANÇA PAULISTA	SP	BRASIL	2006-05-15	FINALIZADA	1
980	53551	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2015-11-05	ATIVA	1
981	52281	ACIDENTE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2014-09-12		1
982	52694	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2014-10-23	ATIVA	1
983	49494	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2013-08-26	FINALIZADA	1
984	53192	ACIDENTE	PERDA DE CONTROLE EM VOO	BRAGANÇA PAULISTA	SP	BRASIL	2015-04-03		1
985	44705	ACIDENTE	PERDA DE CONTROLE NO SOLO	BRAGANÇA PAULISTA	SP	BRASIL	2011-06-28	ATIVA	1
986	45599	INCIDENTE GRAVE	COM TREM DE POUSO	BRAGANÇA PAULISTA	SP	BRASIL	2012-02-27	FINALIZADA	1
987	28117	ACIDENTE	OUTROS TIPOS	SÃO GABRIEL DO OESTE	MS	BRASIL	2006-11-14	ATIVA	1
988	51676	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	MARANGUAPE	CE	BRASIL	2014-07-11	FINALIZADA	1
989	29936	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	RIO LARGO	AL	BRASIL	2007-07-26	FINALIZADA	1
990	44609	INCIDENTE GRAVE	POUSO EM LOCAL NÃO PREVISTO	PARNAÍBA	PI	BRASIL	2011-06-09	ATIVA	1
991	43524	ACIDENTE	INDETERMINADA	BOM JESUS DO AMPARO	MG	BRASIL	2010-10-23		1
992	46513	ACIDENTE	POUSO SEM TREM	SÃO SEBASTIÃO DA BOA VISTA	PA	BRASIL	2012-10-23	FINALIZADA	1
993	49876	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	SANTA RITA DO TRIVELATO	MT	BRASIL	2013-10-03	ATIVA	1
994	50800	ACIDENTE	PERDA DE CONTROLE NO SOLO	SANTO ANTÔNIO DO LEVERGER	MT	BRASIL	2014-02-01	FINALIZADA	1
995	41916	ACIDENTE	PERDA DE CONTROLE EM VOO	SANTO ANTÔNIO DO LEVERGER	MT	BRASIL	2010-07-18	ATIVA	1
996	50251	ACIDENTE	PERDA DE CONTROLE NO SOLO	SANTO ANTÔNIO DO LEVERGER	MT	BRASIL	2013-12-18	FINALIZADA	1
997	33223	ACIDENTE	FALHA DO MOTOR EM VOO	SANTO ANTÔNIO DO LEVERGER	MT	BRASIL	2008-07-10	FINALIZADA	1
998	43906	ACIDENTE	PERDA DE CONTROLE EM VOO	SANTO ANTÔNIO DO LEVERGER	MT	BRASIL	2011-02-18	FINALIZADA	1
999	35477	ACIDENTE	FALHA DO MOTOR EM VOO	SANTO ANTÔNIO DO LEVERGER	MT	BRASIL	2009-02-01	FINALIZADA	1
1000	53495	ACIDENTE	PERDA DE CONTROLE NO SOLO	SANTO ANTÔNIO DO LEVERGER	MT	BRASIL	2015-09-28	ATIVA	1
1001	51537	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	SANTO ANTÔNIO DO LEVERGER	MT	BRASIL	2014-06-08	ATIVA	1
1002	43455	ACIDENTE	FALHA DO MOTOR EM VOO	BOM JESUS DO GALHO	MG	BRASIL	2010-12-09	FINALIZADA	1
1003	52553	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	SENADOR JOSÉ PORFÍRIO	PA	BRASIL	2014-09-23	FINALIZADA	1
1004	39318	ACIDENTE	FALHA DO MOTOR EM VOO	SENADOR JOSÉ PORFÍRIO	PA	BRASIL	2010-01-25	FINALIZADA	1
1005	30037	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	SAPEZAL	MT	BRASIL	2007-02-01	FINALIZADA	1
1006	50348	ACIDENTE	PERDA DE CONTROLE EM VOO	SAPEZAL	MT	BRASIL	2013-09-15		1
1007	50331	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	SAPEZAL	MT	BRASIL	2013-11-06	FINALIZADA	1
1008	53370	ACIDENTE	PERDA DE CONTROLE NO SOLO	SAPEZAL	MT	BRASIL	2015-06-29	ATIVA	1
1009	44339	ACIDENTE	PERDA DE CONTROLE NO SOLO	SAPEZAL	MT	BRASIL	2011-04-08	FINALIZADA	1
1010	37375	ACIDENTE	POUSO BRUSCO	SAPEZAL	MT	BRASIL	2009-05-08	FINALIZADA	1
1011	47082	ACIDENTE	VAZAMENTO DE OUTROS FLUÍDOS	SAPEZAL	MT	BRASIL	2012-04-11	ATIVA	1
1012	43264	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	BROTAS	SP	BRASIL	2010-11-24	ATIVA	1
1013	37435	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	PASSAGEM FRANCA	MA	BRASIL	2009-05-07	ATIVA	1
1014	46754	INCIDENTE GRAVE	POUSO SEM TREM	SOURE	PA	BRASIL	2012-12-12	FINALIZADA	1
1015	52967	ACIDENTE	PERDA DE CONTROLE NO SOLO	SINOP	MT	BRASIL	2013-04-09	FINALIZADA	1
1016	32378	ACIDENTE	PERDA DE CONTROLE EM VOO	SINOP	MT	BRASIL	2008-04-21	ATIVA	1
1017	51449	INCIDENTE GRAVE	COM TREM DE POUSO	SINOP	MT	BRASIL	2014-05-13	ATIVA	1
1018	52533	ACIDENTE	FALHA DO MOTOR EM VOO	SINOP	MT	BRASIL	2014-09-23	FINALIZADA	1
1019	47876	ACIDENTE	FALHA DO MOTOR EM VOO	SINOP	MT	BRASIL	2013-04-21	FINALIZADA	1
1020	45936	ACIDENTE	FALHA DO MOTOR EM VOO	SINOP	MT	BRASIL	2012-06-13	ATIVA	1
1021	43268	ACIDENTE	MANOBRAS A BAIXA ALTURA	SORRISO	MT	BRASIL	2010-11-18	FINALIZADA	1
1022	28173	ACIDENTE	PERDA DE CONTROLE EM VOO	SORRISO	MT	BRASIL	2006-12-11	ATIVA	1
1023	47296	ACIDENTE	INDETERMINADA	SORRISO	MT	BRASIL	2013-03-26	FINALIZADA	1
1024	52843	INCIDENTE GRAVE	COM TREM DE POUSO	SORRISO	MT	BRASIL	2014-12-11	ATIVA	1
1025	46747	ACIDENTE	PERDA DE CONTROLE EM VOO	SORRISO	MT	BRASIL	2012-12-06	ATIVA	1
1026	45732	ACIDENTE	PERDA DE CONTROLE EM VOO	SORRISO	MT	BRASIL	2012-04-03	FINALIZADA	1
1027	45564	ACIDENTE	FALHA DO MOTOR EM VOO	SONORA	MS	BRASIL	2012-02-08	ATIVA	1
1028	46781	ACIDENTE	INDETERMINADA	SONORA	MS	BRASIL	2012-12-31	ATIVA	1
1029	45270	ACIDENTE	PERDA DE CONTROLE EM VOO	TABAPORÃ	MT	BRASIL	2011-11-20	ATIVA	1
1030	49119	ACIDENTE	PERDA DE CONTROLE NO SOLO	TANGARÁ DA SERRA	MT	BRASIL	2013-07-19	FINALIZADA	1
1031	50317	ACIDENTE	PERDA DE CONTROLE EM VOO	TANGARÁ DA SERRA	MT	BRASIL	2013-10-27	FINALIZADA	1
1032	52279	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	TANGARÁ DA SERRA	MT	BRASIL	2014-09-07	ATIVA	1
1033	51006	ACIDENTE	FALHA DO MOTOR EM VOO	TAQUARUSSU	MS	BRASIL	2014-04-23	ATIVA	1
1034	34650	INCIDENTE GRAVE	POUSO EM LOCAL NÃO PREVISTO	TERRA SANTA	PA	BRASIL	2008-12-01	ATIVA	1
1035	49121	ACIDENTE	PERDA DE CONTROLE NO SOLO	FORMOSA	GO	BRASIL	2013-07-06	FINALIZADA	1
1036	52531	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	FORMOSA	GO	BRASIL	2014-09-19		1
1037	29620	ACIDENTE	PANE SECA	FORMOSA	GO	BRASIL	2006-09-13	FINALIZADA	1
1038	44983	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	FORMOSA	GO	BRASIL	2011-02-19	FINALIZADA	1
1039	45830	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	FORMOSA	GO	BRASIL	2012-05-06	FINALIZADA	1
1040	47354	ACIDENTE	FALHA DO MOTOR EM VOO	FORMOSA	GO	BRASIL	2013-04-03	FINALIZADA	1
1041	43725	ACIDENTE	PERDA DE CONTROLE NO SOLO	FORMOSA	GO	BRASIL	2010-12-18	FINALIZADA	1
1042	47018	ACIDENTE	POUSO ANTES DA PISTA	FORMOSA	GO	BRASIL	2013-02-16		1
1043	50349	ACIDENTE	OUTROS TIPOS	TAPURAH	MT	BRASIL	2013-11-04		1
1044	43266	ACIDENTE	PERDA DE CONTROLE EM VOO	TAPURAH	MT	BRASIL	2010-11-18	FINALIZADA	1
1045	44755	ACIDENTE	PERDA DE CONTROLE EM VOO	TAPURAH	MT	BRASIL	2007-01-30	FINALIZADA	1
1046	50246	ACIDENTE	PERDA DE COMPONENTE EM VOO	TAPURAH	MT	BRASIL	2013-12-18	ATIVA	1
1047	43472	ACIDENTE	COM TREM DE POUSO	PICOS	PI	BRASIL	2010-12-13	FINALIZADA	1
1048	52676	ACIDENTE	PANE SECA	TUCUMÃ	PA	BRASIL	2014-11-30	FINALIZADA	1
1049	31278	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	NATAL	RN	BRASIL	2007-12-17	FINALIZADA	1
1050	32641	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	TESOURO	MT	BRASIL	2008-06-11	FINALIZADA	1
1051	44198	ACIDENTE	INDETERMINADA	BURITAMA	SP	BRASIL	2011-03-19		1
