	CÓDIGO DA OCORRÊNCIA	CLASSIFICAÇÃO	TIPO DE OCORRÊNCIA	LOCALIDADE	UF	PAÍS	DIA DA OCORRÊNCIA	STATUS DA INVESTIGAÇÃO	CONTAGEM
214	45528	ACIDENTE	PANE SECA	BELÉM	PA	BRASIL	2012-02-08	FINALIZADA	1
215	28156	INCIDENTE GRAVE	ESTOURO DE PNEU	BELÉM	PA	BRASIL	2006-12-16	ATIVA	1
216	42997	ACIDENTE	FALHA DO MOTOR EM VOO	BELÉM	PA	BRASIL	2010-09-24	FINALIZADA	1
217	47699	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	BELÉM	PA	BRASIL	2013-04-22	FINALIZADA	1
218	48879	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BELÉM	PA	BRASIL	2013-06-26	FINALIZADA	1
219	45901	ACIDENTE	OUTROS TIPOS	BELÉM	PA	BRASIL	2012-06-01	ATIVA	1
220	46712	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BELÉM	PA	BRASIL	2012-12-06	FINALIZADA	1
221	49611	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	BELÉM	PA	BRASIL	2013-09-03	FINALIZADA	1
222	42960	INCIDENTE GRAVE	COM TREM DE POUSO	BELÉM	PA	BRASIL	2010-10-04	ATIVA	1
223	52551	INCIDENTE GRAVE	COM TREM DE POUSO	BELÉM	PA	BRASIL	2014-09-16	FINALIZADA	1
224	46411	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	BELÉM	PA	BRASIL	2012-09-23	FINALIZADA	1
225	30475	ACIDENTE	FALHA DO MOTOR EM VOO	BELÉM	PA	BRASIL	2007-09-03	FINALIZADA	1
226	45490	ACIDENTE	DESORIENTAÇÃO ESPACIAL	BELÉM	PA	BRASIL	2012-02-25	FINALIZADA	1
227	52291	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BELÉM	PA	BRASIL	2014-08-19	FINALIZADA	1
228	47879	ACIDENTE	FALHA DO MOTOR EM VOO	BELÉM	PA	BRASIL	2013-04-26	FINALIZADA	1
229	53357	INCIDENTE GRAVE	COM TREM DE POUSO	BELÉM	PA	BRASIL	2015-07-03	FINALIZADA	1
230	43977	ACIDENTE	FALHA DO MOTOR EM VOO	ARIPUANÃ	MT	BRASIL	2011-02-28	FINALIZADA	1
231	51001	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ARIPUANÃ	MT	BRASIL	2014-04-06	ATIVA	1
232	50978	ACIDENTE	PERDA DE COMPONENTE EM VOO	ARIPUANÃ	MT	BRASIL	2014-03-09	FINALIZADA	1
233	44399	ACIDENTE	PANE SECA	CASTELO	ES	BRASIL	2011-04-16	FINALIZADA	1
234	28375	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	APUCARANA	PR	BRASIL	2007-01-26	FINALIZADA	1
235	48137	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	APUCARANA	PR	BRASIL	2006-11-26	FINALIZADA	1
236	46187	INCIDENTE GRAVE	COM ROTOR	BARRO DURO	PI	BRASIL	2012-07-21	FINALIZADA	1
237	49513	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	BANANEIRAS	PB	BRASIL	2013-08-06	FINALIZADA	1
238	28915	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	COLATINA	ES	BRASIL	2007-04-16	FINALIZADA	1
239	48796	ACIDENTE	FALHA DO MOTOR EM VOO	ENVIRA	AM	BRASIL	2013-06-07	FINALIZADA	1
240	43706	ACIDENTE	FALHA DO MOTOR EM VOO	ENVIRA	AM	BRASIL	2011-01-19	FINALIZADA	1
241	45523	ACIDENTE	FALHA DO MOTOR EM VOO	ENVIRA	AM	BRASIL	2012-02-24	FINALIZADA	1
242	50973	ACIDENTE	PERDA DE CONTROLE NO SOLO	ARAPONGAS	PR	BRASIL	2014-04-07	FINALIZADA	1
243	53580	ACIDENTE	PERDA DE CONTROLE EM VOO	ARAPONGAS	PR	BRASIL	2015-11-10		1
244	46585	ACIDENTE	PERDA DE CONTROLE EM VOO	BAGÉ	RS	BRASIL	2012-11-13	FINALIZADA	1
245	41409	INCIDENTE GRAVE	AERONAVE ATINGIDA POR OBJETO	BAGÉ	RS	BRASIL	2010-05-17	ATIVA	1
246	32076	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	BAGÉ	RS	BRASIL	2008-04-02	FINALIZADA	1
247	34540	ACIDENTE	FALHA DO MOTOR EM VOO	BAGÉ	RS	BRASIL	2008-12-07	ATIVA	1
248	44850	ACIDENTE	PERDA DE CONTROLE EM VOO	ARAÇU	GO	BRASIL	2011-07-04		1
249	45933	ACIDENTE	FALHA DO MOTOR EM VOO	BARÃO DE MELGAÇO	MT	BRASIL	2012-06-05	FINALIZADA	1
250	29736	ACIDENTE	POUSO LONGO	BARÃO DE MELGAÇO	MT	BRASIL	2007-06-15	ATIVA	1
251	47334	INCIDENTE GRAVE	COM TREM DE POUSO	FONTE BOA	AM	BRASIL	2013-03-23	FINALIZADA	1
252	28073	ACIDENTE	POUSO LONGO	FONTE BOA	AM	BRASIL	2006-12-01	ATIVA	1
253	46567	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO	ALFENAS	MG	BRASIL	2012-11-07	FINALIZADA	1
254	45011	ACIDENTE	PERDA DE CONTROLE NO SOLO	ALFENAS	MG	BRASIL	2011-07-19		1
255	44611	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	AMERICANA	SP	BRASIL	2011-06-04	FINALIZADA	1
256	51433	ACIDENTE	COLISÃO COM AERONAVE NO SOLO	AMERICANA	SP	BRASIL	2014-02-26		1
257	50692	ACIDENTE	OUTROS TIPOS	AMERICANA	SP	BRASIL	2013-09-12		1
258	53626	ACIDENTE	PERDA DE CONTROLE NO SOLO	AMERICANA	SP	BRASIL	2015-12-06	ATIVA	1
259	46593	ACIDENTE	COM TREM DE POUSO	AMERICANA	SP	BRASIL	2012-11-23		1
260	50918	ACIDENTE	PERDA DE CONTROLE EM VOO	AMERICANA	SP	BRASIL	2014-04-09		1
261	51008	ACIDENTE	POUSO SEM TREM	AMERICANA	SP	BRASIL	2014-04-24	ATIVA	1
262	50712	ACIDENTE	INDETERMINADA	AMERICANA	SP	BRASIL	2012-10-14		1
263	49615	ACIDENTE	PERDA DE CONTROLE NO SOLO	ARAGARÇAS	GO	BRASIL	2013-09-15	FINALIZADA	1
264	27347	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	DUQUE DE CAXIAS	RJ	BRASIL	2006-07-18	ATIVA	1
265	51753	ACIDENTE	PERDA DE CONTROLE EM VOO	BARRA DO BUGRES	MT	BRASIL	2014-07-06	FINALIZADA	1
266	47694	ACIDENTE	PERDA DE CONTROLE NO SOLO	BARRA DO BUGRES	MT	BRASIL	2013-04-19	FINALIZADA	1
267	38896	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BARRA DO BUGRES	MT	BRASIL	2009-11-25	FINALIZADA	1
268	40368	INCIDENTE GRAVE	FALHA DE SISTEMA / COMPONENTE	ALMENARA	MG	BRASIL	2009-11-12	ATIVA	1
269	29895	ACIDENTE	FALHA DO MOTOR EM VOO	BARREIRINHAS	MA	BRASIL	2007-07-21	ATIVA	1
270	32916	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	BARREIRINHAS	MA	BRASIL	2008-06-23	ATIVA	1
271	51720	ACIDENTE	COLISÃO COM AERONAVE NO SOLO	BARREIRINHAS	MA	BRASIL	2014-07-12		1
272	50808	ACIDENTE	DESORIENTAÇÃO ESPACIAL	BRAGANÇA	PA	BRASIL	2014-02-15	ATIVA	1
273	44528	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	BREU BRANCO	PA	BRASIL	2011-05-14	FINALIZADA	1
274	50515	INCIDENTE GRAVE	PERDA DE CONTROLE EM VOO	BARRA DO GARÇAS	MT	BRASIL	2013-12-06	FINALIZADA	1
275	46918	INCIDENTE GRAVE	FOGO EM VOO	IPIXUNA	AM	BRASIL	2013-01-26	FINALIZADA	1
276	30677	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	BREVES	PA	BRASIL	2007-09-26	ATIVA	1
277	51003	ACIDENTE	FALHA DO MOTOR EM VOO	IRANDUBA	AM	BRASIL	2014-04-16	FINALIZADA	1
278	45291	ACIDENTE	PERDA DE CONTROLE EM VOO	IGUABA GRANDE	RJ	BRASIL	2011-12-30	FINALIZADA	1
279	28615	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ITABORAÍ	RJ	BRASIL	2007-03-27	ATIVA	1
280	52975	ACIDENTE	PERDA DE CONTROLE EM VOO	BRASNORTE	MT	BRASIL	2015-01-08	ATIVA	1
281	45187	ACIDENTE	PERDA DE COMPONENTE EM VOO	ITACOATIARA	AM	BRASIL	2011-10-18	FINALIZADA	1
282	52814	ACIDENTE	PERDA DE CONTROLE EM VOO	BOM JESUS	PI	BRASIL	2014-01-07	ATIVA	1
283	52693	INCIDENTE GRAVE	COLISÃO EM VOO COM OBSTÁCULO	BARRA DO RIBEIRO	RS	BRASIL	2014-09-24	FINALIZADA	1
284	53309	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	ASSIS CHATEAUBRIAND	PR	BRASIL	2015-02-04	FINALIZADA	1
285	46042	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	ARACATU	BA	BRASIL	2012-07-02	FINALIZADA	1
286	51032	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CAICÓ	RN	BRASIL	2014-04-20	FINALIZADA	1
287	46588	ACIDENTE	OUTROS TIPOS	BALNEÁRIO CAMBORIÚ	SC	BRASIL	2012-11-03		1
288	46049	INCIDENTE GRAVE	COLISÃO EM VOO COM OBSTÁCULO	ITAPIRANGA	AM	BRASIL	2012-05-23	FINALIZADA	1
289	45487	ACIDENTE	FALHA DO MOTOR EM VOO	CAMETÁ	PA	BRASIL	2012-02-16	FINALIZADA	1
290	38176	ACIDENTE	FALHA DO MOTOR EM VOO	CAMETÁ	PA	BRASIL	2009-06-26	FINALIZADA	1
291	60612	ACIDENTE	PERDA DE CONTROLE NO SOLO	BENTO GONÇALVES	RS	BRASIL	2015-12-13	ATIVA	1
292	28096	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BENTO GONÇALVES	RS	BRASIL	2006-11-12	ATIVA	1
293	45584	INCIDENTE GRAVE	POUSO SEM TREM	ESTÂNCIA	SE	BRASIL	2012-02-19	FINALIZADA	1
294	50983	ACIDENTE	FALHA DO MOTOR EM VOO	ARAGUAÍNA	TO	BRASIL	2014-02-26	FINALIZADA	1
295	50952	ACIDENTE	FALHA DO MOTOR EM VOO	ARAGUAÍNA	TO	BRASIL	2014-02-19	ATIVA	1
296	46436	ACIDENTE	FALHA DO MOTOR EM VOO	ARAGUAÍNA	TO	BRASIL	2012-08-22	FINALIZADA	1
297	29855	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	ARAGUAÍNA	TO	BRASIL	2007-06-30	FINALIZADA	1
298	60609	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	ARAGUAÍNA	TO	BRASIL	2015-12-15	ATIVA	1
299	44014	ACIDENTE	OUTROS TIPOS	BODOQUENA	MS	BRASIL	2011-03-05	ATIVA	1
300	30879	ACIDENTE	FALHA DO MOTOR EM VOO	BODOQUENA	MS	BRASIL	2007-10-17	ATIVA	1
301	46257	ACIDENTE	FALHA DO MOTOR EM VOO	JURUÁ	AM	BRASIL	2012-08-21	FINALIZADA	1
302	49120	ACIDENTE	PERDA DE COMPONENTE EM VOO	BONITO	MS	BRASIL	2013-07-19	ATIVA	1
303	28955	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CORURIPE	AL	BRASIL	2007-02-01	ATIVA	1
304	27306	ACIDENTE	OUTROS TIPOS	JUTAÍ	AM	BRASIL	2006-07-06	ATIVA	1
305	36056	ACIDENTE	PERDA DE CONTROLE EM VOO	BALSA NOVA	PR	BRASIL	2009-03-14	ATIVA	1
306	44463	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	BALSA NOVA	PR	BRASIL	2011-04-30	FINALIZADA	1
307	52834	ACIDENTE	OUTROS TIPOS	MACAÉ	RJ	BRASIL	2014-12-17	ATIVA	1
308	53355	INCIDENTE GRAVE	OUTROS TIPOS	MACAÉ	RJ	BRASIL	2015-06-28	ATIVA	1
309	53412	INCIDENTE GRAVE	PERDA DE COMPONENTE EM VOO	MACAÉ	RJ	BRASIL	2015-03-24	ATIVA	1
310	44986	ACIDENTE	PERDA DE COMPONENTE EM VOO	MACAÉ	RJ	BRASIL	2011-08-19	ATIVA	1
311	34836	ACIDENTE	FOGO EM VOO	MACAÉ	RJ	BRASIL	2008-12-29	ATIVA	1
312	31855	ACIDENTE	DESORIENTAÇÃO ESPACIAL	MACAÉ	RJ	BRASIL	2008-02-26	FINALIZADA	1
313	43153	ACIDENTE	COLISÃO COM OBSTÁCULO NO SOLO	MACAÉ	RJ	BRASIL	2010-10-12	ATIVA	1
314	49511	INCIDENTE GRAVE	FOGO NO SOLO	MACAÉ	RJ	BRASIL	2013-08-07	ATIVA	1
315	45914	ACIDENTE	PERDA DE CONTROLE NO SOLO	MACAÉ	RJ	BRASIL	2012-06-06	ATIVA	1
316	47339	ACIDENTE	PERDA DE CONTROLE EM VOO	MACAÉ	RJ	BRASIL	2013-03-27	ATIVA	1
317	45580	INCIDENTE GRAVE	COLISÃO EM VOO COM OBSTÁCULO	MACAÉ	RJ	BRASIL	2012-02-07	ATIVA	1
318	53356	ACIDENTE	PERDA DE CONTROLE NO SOLO	BLUMENAU	SC	BRASIL	2015-07-05	FINALIZADA	1
319	45835	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BLUMENAU	SC	BRASIL	2012-04-23	FINALIZADA	1
320	43044	ACIDENTE	FALHA ESTRUTURAL	BLUMENAU	SC	BRASIL	2010-09-19		1
321	45307	ACIDENTE	COM TREM DE POUSO	BLUMENAU	SC	BRASIL	2011-10-27	FINALIZADA	1
322	44336	ACIDENTE	PERDA DE CONTROLE NO SOLO	BLUMENAU	SC	BRASIL	2011-04-12	FINALIZADA	1
323	29975	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BLUMENAU	SC	BRASIL	2006-06-04	ATIVA	1
324	40358	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	BLUMENAU	SC	BRASIL	2009-12-20	FINALIZADA	1
325	53272	INCIDENTE GRAVE	PANE SECA	GUARAPARI	ES	BRASIL	2015-05-24		1
326	51534	ACIDENTE	PERDA DE CONTROLE NO SOLO	ARUANÃ	GO	BRASIL	2014-06-13	ATIVA	1
327	51416	ACIDENTE	PERDA DE CONTROLE EM VOO	ARUANÃ	GO	BRASIL	2014-06-07	FINALIZADA	1
328	38278	ACIDENTE	PERDA DE CONTROLE NO SOLO	ARUANÃ	GO	BRASIL	2009-07-18	FINALIZADA	1
329	46563	ACIDENTE	FALHA DO MOTOR EM VOO	ARUANÃ	GO	BRASIL	2012-11-02	FINALIZADA	1
330	40933	ACIDENTE	FALHA DO MOTOR EM VOO	CÁCERES	MT	BRASIL	2010-05-15	FINALIZADA	1
331	42365	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CÁCERES	MT	BRASIL	2007-01-14	ATIVA	1
332	36874	ACIDENTE	COM TREM DE POUSO	CÁCERES	MT	BRASIL	2009-04-17	FINALIZADA	1
333	45409	ACIDENTE	PERDA DE CONTROLE EM VOO	CÁCERES	MT	BRASIL	2012-01-14	FINALIZADA	1
334	36076	ACIDENTE	FALHA DO MOTOR EM VOO	CÁCERES	MT	BRASIL	2009-03-12	FINALIZADA	1
335	44837	ACIDENTE	PANE SECA	CÁCERES	MT	BRASIL	2011-07-14	FINALIZADA	1
336	34935	ACIDENTE	FALHA DO MOTOR EM VOO	MANACAPURU	AM	BRASIL	2009-02-07	FINALIZADA	1
337	34037	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CHAVES	PA	BRASIL	2008-10-14	ATIVA	1
338	51023	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CHAVES	PA	BRASIL	2014-03-10	FINALIZADA	1
339	53120	ACIDENTE	PERDA DE CONTROLE NO SOLO	CHAVES	PA	BRASIL	2015-03-04	FINALIZADA	1
340	53555	ACIDENTE	PERDA DE CONTROLE EM VOO	CEARÁ-MIRIM	RN	BRASIL	2015-09-23		1
341	53177	ACIDENTE	FALHA DO MOTOR EM VOO	CEARÁ-MIRIM	RN	BRASIL	2015-04-04		1
342	40447	ACIDENTE	INDETERMINADA	MANGARATIBA	RJ	BRASIL	2010-04-21	ATIVA	1
343	50337	ACIDENTE	PERDA DE CONTROLE EM VOO	MANGARATIBA	RJ	BRASIL	2013-11-20	FINALIZADA	1
344	50714	INCIDENTE GRAVE	POUSO SEM TREM	CAMOCIM	CE	BRASIL	2012-01-17	FINALIZADA	1
345	26439	ACIDENTE	COM TREM DE POUSO	MANAUS	AM	BRASIL	2006-03-03	ATIVA	1
346	28235	INCIDENTE GRAVE	TRÁFEGO AÉREO	MANAUS	AM	BRASIL	2006-12-12	ATIVA	1
347	45063	ACIDENTE	PERDA DE CONTROLE NO SOLO	MANAUS	AM	BRASIL	2011-09-10		1
348	40855	ACIDENTE	FALHA DO MOTOR EM VOO	MANAUS	AM	BRASIL	2010-05-13	FINALIZADA	1
349	53375	ACIDENTE	PERDA DE CONTROLE EM VOO	MANAUS	AM	BRASIL	2015-07-23	ATIVA	1
350	36373	INCIDENTE GRAVE	OUTROS TIPOS	MANAUS	AM	BRASIL	2008-09-05	ATIVA	1
351	52942	ACIDENTE	POUSO SEM TREM	MANAUS	AM	BRASIL	2014-01-18	FINALIZADA	1
352	46901	ACIDENTE	COM TREM DE POUSO	MANAUS	AM	BRASIL	2012-03-26	FINALIZADA	1
353	45573	ACIDENTE	COM COMANDOS DE VOO	MANAUS	AM	BRASIL	2012-02-28	FINALIZADA	1
354	44759	ACIDENTE	FALHA DO MOTOR EM VOO	MANAUS	AM	BRASIL	2007-02-26	FINALIZADA	1
355	53568	INCIDENTE GRAVE	COM TREM DE POUSO	MANAUS	AM	BRASIL	2015-11-17	ATIVA	1
356	30016	INCIDENTE GRAVE	COM TREM DE POUSO	MANAUS	AM	BRASIL	2007-07-16	ATIVA	1
357	46281	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	MANAUS	AM	BRASIL	2012-08-10	FINALIZADA	1
358	38818	ACIDENTE	CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO	MANAUS	AM	BRASIL	2009-12-17	ATIVA	1
359	47138	ACIDENTE	FALHA DO MOTOR EM VOO	MANAUS	AM	BRASIL	2013-03-11	ATIVA	1
360	38843	ACIDENTE	OUTROS TIPOS	MANAUS	AM	BRASIL	2009-12-25	ATIVA	1
361	31080	ACIDENTE	PERDA DE CONTROLE EM VOO	MANAUS	AM	BRASIL	2007-11-23	FINALIZADA	1
362	49116	ACIDENTE	PERDA DE CONTROLE NO SOLO	MANAUS	AM	BRASIL	2013-07-16	FINALIZADA	1
363	46914	ACIDENTE	PERDA DE CONTROLE NO SOLO	MANAUS	AM	BRASIL	2013-02-02	ATIVA	1
364	52295	INCIDENTE GRAVE	ESTOURO DE PNEU	MANAUS	AM	BRASIL	2014-09-01	FINALIZADA	1
365	27302	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	MANAUS	AM	BRASIL	2006-02-15	ATIVA	1
366	33836	ACIDENTE	PERDA DE CONTROLE EM VOO	MANAUS	AM	BRASIL	2008-10-10	FINALIZADA	1
367	44436	ACIDENTE	PERDA DE CONTROLE EM VOO	MANAUS	AM	BRASIL	2011-04-21	FINALIZADA	1
368	37555	ACIDENTE	FALHA DO MOTOR EM VOO	MANAUS	AM	BRASIL	2009-04-30	FINALIZADA	1
369	39916	INCIDENTE GRAVE	ESTOURO DE PNEU	MANAUS	AM	BRASIL	2010-03-07	FINALIZADA	1
370	51568	INCIDENTE GRAVE	POUSO BRUSCO	MANAUS	AM	BRASIL	2014-06-19	ATIVA	1
371	46852	ACIDENTE	PERDA DE CONTROLE EM VOO	MANAUS	AM	BRASIL	2013-01-24	FINALIZADA	1
372	52653	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	MANAUS	AM	BRASIL	2014-10-28	FINALIZADA	1
373	34539	ACIDENTE	PERDA DE CONTROLE EM VOO	MANAUS	AM	BRASIL	2008-12-07	FINALIZADA	1
374	26621	ACIDENTE	PERDA DE CONTROLE EM VOO	CAMPO NOVO DO PARECIS	MT	BRASIL	2006-03-07	ATIVA	1
375	45284	ACIDENTE	PERDA DE CONTROLE NO SOLO	CAMPO NOVO DO PARECIS	MT	BRASIL	2011-12-02	FINALIZADA	1
376	26609	ACIDENTE	MANOBRAS A BAIXA ALTURA	CAMPO NOVO DO PARECIS	MT	BRASIL	2006-03-26	ATIVA	1
377	47981	ACIDENTE	PERDA DE CONTROLE EM VOO	CAMPO NOVO DO PARECIS	MT	BRASIL	2013-04-30	FINALIZADA	1
378	43703	ACIDENTE	PERDA DE CONTROLE NO SOLO	CAMPO VERDE	MT	BRASIL	2011-01-15	FINALIZADA	1
379	40264	ACIDENTE	POUSO EM LOCAL NÃO PREVISTO	CAMPO VERDE	MT	BRASIL	2010-04-20	FINALIZADA	1
380	33335	ACIDENTE	FALHA DO MOTOR EM VOO	CANABRAVA DO NORTE	MT	BRASIL	2008-07-13	FINALIZADA	1
381	45730	ACIDENTE	PERDA DE CONTROLE NO SOLO	MARICÁ	RJ	BRASIL	2012-03-23	FINALIZADA	1
382	49935	INCIDENTE GRAVE	COM TREM DE POUSO	MARICÁ	RJ	BRASIL	2013-10-05		1
383	50291	ACIDENTE	INDETERMINADA	MARICÁ	RJ	BRASIL	2013-10-21	ATIVA	1
384	49651	ACIDENTE	FALHA DO MOTOR EM VOO	MARICÁ	RJ	BRASIL	2013-09-11	ATIVA	1
385	45833	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	MARICÁ	RJ	BRASIL	2012-05-03	FINALIZADA	1
386	46590	ACIDENTE	PERDA DE CONTROLE NO SOLO	MARICÁ	RJ	BRASIL	2012-11-22	FINALIZADA	1
387	46171	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	MARICÁ	RJ	BRASIL	2012-07-24	FINALIZADA	1
388	46043	INCIDENTE GRAVE	COM TREM DE POUSO	MARICÁ	RJ	BRASIL	2012-06-30	FINALIZADA	1
389	43656	ACIDENTE	PERDA DE CONTROLE NO SOLO	MARICÁ	RJ	BRASIL	2011-01-11	FINALIZADA	1
390	46562	ACIDENTE	PERDA DE CONTROLE EM VOO	CANARANA	MT	BRASIL	2012-10-31	FINALIZADA	1
391	53193	ACIDENTE	PERDA DE CONTROLE EM VOO	CANARANA	MT	BRASIL	2015-03-14	FINALIZADA	1
392	45937	ACIDENTE	POUSO LONGO	CANARANA	MT	BRASIL	2012-06-22	FINALIZADA	1
393	46850	ACIDENTE	POUSO SEM TREM	CANARANA	MT	BRASIL	2013-01-22	FINALIZADA	1
394	41236	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	FELIZ DESERTO	AL	BRASIL	2010-05-29	FINALIZADA	1
395	32615	ACIDENTE	PERDA DE CONTROLE EM VOO	CAMPO GRANDE	MS	BRASIL	2008-06-10	FINALIZADA	1
396	45597	ACIDENTE	COM TREM DE POUSO	CAMPO GRANDE	MS	BRASIL	2012-03-12	FINALIZADA	1
397	52640	ACIDENTE	FALHA DE SISTEMA / COMPONENTE	CAMPO GRANDE	MS	BRASIL	2014-10-22	ATIVA	1
398	53113	INCIDENTE GRAVE	TRÁFEGO AÉREO	CAMPO GRANDE	MS	BRASIL	2014-08-23	FINALIZADA	1
399	50053	ACIDENTE	PERDA DE CONTROLE NO SOLO	CAMPO GRANDE	MS	BRASIL	2013-10-20	FINALIZADA	1
400	48053	ACIDENTE	FALHA DO MOTOR EM VOO	CAMPO GRANDE	MS	BRASIL	2013-05-09	FINALIZADA	1
401	29655	ACIDENTE	ESTOURO DE PNEU	CAMPO GRANDE	MS	BRASIL	2007-07-08	ATIVA	1
402	27532	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	CAMPO GRANDE	MS	BRASIL	2006-08-09	ATIVA	1
403	32380	ACIDENTE	PERDA DE CONTROLE EM VOO	CAMPO GRANDE	MS	BRASIL	2008-05-04	ATIVA	1
404	40148	ACIDENTE	PANE SECA	CAMPO GRANDE	MS	BRASIL	2010-03-19	FINALIZADA	1
405	50792	ACIDENTE	FALHA DO MOTOR EM VOO	CAMPO GRANDE	MS	BRASIL	2014-01-21	FINALIZADA	1
406	31456	ACIDENTE	PERDA DE CONTROLE NO SOLO	CAMPO GRANDE	MS	BRASIL	2008-01-31	FINALIZADA	1
407	49798	INCIDENTE GRAVE	COM TREM DE POUSO	CAMPO GRANDE	MS	BRASIL	2013-10-02	FINALIZADA	1
408	52819	ACIDENTE	INDETERMINADA	CAMPO GRANDE	MS	BRASIL	2014-12-06	ATIVA	1
409	34639	INCIDENTE GRAVE	COM HÉLICE	CAMPO GRANDE	MS	BRASIL	2008-11-25	ATIVA	1
410	45747	ACIDENTE	POUSO SEM TREM	CAMPO GRANDE	MS	BRASIL	2012-04-13	FINALIZADA	1
411	53109	ACIDENTE	COM TREM DE POUSO	CAMPO GRANDE	MS	BRASIL	2015-03-05	ATIVA	1
412	43778	ACIDENTE	FALHA DO MOTOR EM VOO	CAMPO GRANDE	MS	BRASIL	2011-01-28	FINALIZADA	1
413	38475	ACIDENTE	FALHA DO MOTOR EM VOO	CAMPO GRANDE	MS	BRASIL	2008-11-28	FINALIZADA	1
414	46587	ACIDENTE	COM TREM DE POUSO	CAMPO GRANDE	MS	BRASIL	2012-11-19	ATIVA	1
415	38675	ACIDENTE	FALHA DO MOTOR EM VOO	CAMPO GRANDE	MS	BRASIL	2009-10-27	FINALIZADA	1
416	44629	ACIDENTE	PERDA DE CONTROLE NO SOLO	CAMPO GRANDE	MS	BRASIL	2011-05-29	ATIVA	1
417	46514	ACIDENTE	PERDA DE CONTROLE NO SOLO	CAMPO GRANDE	MS	BRASIL	2012-10-20	FINALIZADA	1
418	43282	INCIDENTE GRAVE	POUSO BRUSCO	CAMPO GRANDE	MS	BRASIL	2010-11-18	ATIVA	1
419	50980	ACIDENTE	INDETERMINADA	CONCEIÇÃO DO ARAGUAIA	PA	BRASIL	2014-03-11	ATIVA	1
420	52276	ACIDENTE	INDETERMINADA	CUMARU DO NORTE	PA	BRASIL	2014-08-30	FINALIZADA	1
421	44878	ACIDENTE	PERDA DE CONTROLE NO SOLO	CURIONÓPOLIS	PA	BRASIL	2011-07-22	ATIVA	1
422	37379	ACIDENTE	CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO	ARAÇATUBA	SP	BRASIL	2009-05-14	FINALIZADA	1
423	43403	ACIDENTE	FALHA DO MOTOR EM VOO	ARAÇATUBA	SP	BRASIL	2010-11-13	ATIVA	1
424	51774	INCIDENTE GRAVE	COM HÉLICE	ARAÇATUBA	SP	BRASIL	2011-09-06	ATIVA	1
425	38856	ACIDENTE	INDETERMINADA	CAROLINA	MA	BRASIL	2009-12-23	FINALIZADA	1
426	50977	ACIDENTE	COLISÃO EM VOO COM OBSTÁCULO	CAROLINA	MA	BRASIL	2014-03-03	ATIVA	1
427	40074	INCIDENTE GRAVE	FALHA DO MOTOR EM VOO	MAUÉS	AM	BRASIL	2009-09-09	ATIVA	1
428	53151	INCIDENTE GRAVE	PERDA DE CONTROLE NO SOLO	MAUÉS	AM	BRASIL	2015-03-16	ATIVA	1
